Date,Type,Subgroup,Continued claims
06/27/2020,Continued claims by age,40 to 49,44863
07/04/2020,Continued claims by age,40 to 49,44247
07/11/2020,Continued claims by age,40 to 49,44490
07/18/2020,Continued claims by age,40 to 49,43697
07/25/2020,Continued claims by age,40 to 49,43205
08/01/2020,Continued claims by age,40 to 49,41427
08/08/2020,Continued claims by age,40 to 49,39952
08/15/2020,Continued claims by age,40 to 49,38850
08/22/2020,Continued claims by age,40 to 49,37416
08/29/2020,Continued claims by age,40 to 49,36269
09/05/2020,Continued claims by age,40 to 49,34837
09/12/2020,Continued claims by age,40 to 49,33321
09/19/2020,Continued claims by age,40 to 49,31823
09/26/2020,Continued claims by age,40 to 49,30564
10/03/2020,Continued claims by age,40 to 49,29488
10/10/2020,Continued claims by age,40 to 49,28914
10/17/2020,Continued claims by age,40 to 49,28330
10/24/2020,Continued claims by age,40 to 49,27795
10/31/2020,Continued claims by age,40 to 49,27369
11/07/2020,Continued claims by age,40 to 49,27001
11/14/2020,Continued claims by age,40 to 49,26575
11/21/2020,Continued claims by age,40 to 49,26197
11/28/2020,Continued claims by age,40 to 49,26307
12/05/2020,Continued claims by age,40 to 49,26918
12/12/2020,Continued claims by age,40 to 49,27328
12/19/2020,Continued claims by age,40 to 49,27367
12/26/2020,Continued claims by age,40 to 49,28187
01/02/2021,Continued claims by age,40 to 49,29865
01/09/2021,Continued claims by age,40 to 49,30525
01/16/2021,Continued claims by age,40 to 49,30892
01/23/2021,Continued claims by age,40 to 49,30602
01/30/2021,Continued claims by age,40 to 49,31193
02/06/2021,Continued claims by age,40 to 49,31375
02/13/2021,Continued claims by age,40 to 49,31333
02/20/2021,Continued claims by age,40 to 49,31399
02/27/2021,Continued claims by age,40 to 49,30979
03/06/2021,Continued claims by age,40 to 49,30525
03/13/2021,Continued claims by age,40 to 49,30095
03/20/2021,Continued claims by age,40 to 49,29337
03/27/2021,Continued claims by age,40 to 49,28474
04/03/2021,Continued claims by age,40 to 49,27951
04/10/2021,Continued claims by age,40 to 49,28134
04/17/2021,Continued claims by age,40 to 49,28045
04/24/2021,Continued claims by age,40 to 49,26954
05/01/2021,Continued claims by age,40 to 49,26393
05/08/2021,Continued claims by age,40 to 49,25908
05/15/2021,Continued claims by age,40 to 49,25718
05/22/2021,Continued claims by age,40 to 49,25430
05/29/2021,Continued claims by age,40 to 49,25165
06/05/2021,Continued claims by age,40 to 49,24584
06/12/2021,Continued claims by age,40 to 49,24387
06/19/2021,Continued claims by age,40 to 49,24598
06/26/2021,Continued claims by age,40 to 49,24778
07/03/2021,Continued claims by age,40 to 49,24352
07/10/2021,Continued claims by age,40 to 49,22367
07/17/2021,Continued claims by age,40 to 49,21374
07/24/2021,Continued claims by age,40 to 49,20680
07/31/2021,Continued claims by age,40 to 49,20284
08/07/2021,Continued claims by age,40 to 49,20118
08/14/2021,Continued claims by age,40 to 49,19808
08/21/2021,Continued claims by age,40 to 49,19482
08/28/2021,Continued claims by age,40 to 49,18766
09/04/2021,Continued claims by age,40 to 49,16988
09/11/2021,Continued claims by age,40 to 49,12439
09/18/2021,Continued claims by age,40 to 49,10298
09/25/2021,Continued claims by age,40 to 49,9873
10/02/2021,Continued claims by age,40 to 49,9367
10/09/2021,Continued claims by age,40 to 49,9157
10/16/2021,Continued claims by age,40 to 49,8866
10/23/2021,Continued claims by age,40 to 49,8638
10/30/2021,Continued claims by age,40 to 49,8460
11/06/2021,Continued claims by age,40 to 49,8386
11/13/2021,Continued claims by age,40 to 49,8274
11/20/2021,Continued claims by age,40 to 49,8252
11/27/2021,Continued claims by age,40 to 49,8293
12/04/2021,Continued claims by age,40 to 49,8161
12/11/2021,Continued claims by age,40 to 49,6188
12/18/2021,Continued claims by age,40 to 49,6438
12/25/2021,Continued claims by age,40 to 49,7759
01/01/2022,Continued claims by age,40 to 49,8635
01/08/2022,Continued claims by age,40 to 49,7623
01/15/2022,Continued claims by age,40 to 49,6566
01/22/2022,Continued claims by age,40 to 49,6479
01/29/2022,Continued claims by age,40 to 49,6290
02/05/2022,Continued claims by age,40 to 49,6302
02/12/2022,Continued claims by age,40 to 49,6148
02/19/2022,Continued claims by age,40 to 49,6213
02/26/2022,Continued claims by age,40 to 49,6188
03/05/2022,Continued claims by age,40 to 49,5673
03/12/2022,Continued claims by age,40 to 49,5395
03/19/2022,Continued claims by age,40 to 49,5100
03/26/2022,Continued claims by age,40 to 49,4624
04/02/2022,Continued claims by age,40 to 49,4240
04/09/2022,Continued claims by age,40 to 49,4039
04/16/2022,Continued claims by age,40 to 49,4230
01/05/2019,Continued claims by age,50 to 59,10661
01/12/2019,Continued claims by age,50 to 59,10271
01/19/2019,Continued claims by age,50 to 59,10209
01/26/2019,Continued claims by age,50 to 59,10253
02/02/2019,Continued claims by age,50 to 59,10189
02/09/2019,Continued claims by age,50 to 59,10211
02/16/2019,Continued claims by age,50 to 59,10407
02/23/2019,Continued claims by age,50 to 59,10379
03/02/2019,Continued claims by age,50 to 59,10071
03/09/2019,Continued claims by age,50 to 59,10184
03/16/2019,Continued claims by age,50 to 59,10014
03/23/2019,Continued claims by age,50 to 59,9545
03/30/2019,Continued claims by age,50 to 59,8849
04/06/2019,Continued claims by age,50 to 59,8278
04/13/2019,Continued claims by age,50 to 59,8971
04/20/2019,Continued claims by age,50 to 59,9558
04/27/2019,Continued claims by age,50 to 59,7440
05/04/2019,Continued claims by age,50 to 59,7152
05/11/2019,Continued claims by age,50 to 59,6994
05/18/2019,Continued claims by age,50 to 59,7160
05/25/2019,Continued claims by age,50 to 59,7246
06/01/2019,Continued claims by age,50 to 59,7152
06/08/2019,Continued claims by age,50 to 59,7142
06/15/2019,Continued claims by age,50 to 59,7524
06/22/2019,Continued claims by age,50 to 59,8985
06/29/2019,Continued claims by age,50 to 59,9240
07/06/2019,Continued claims by age,50 to 59,9354
07/13/2019,Continued claims by age,50 to 59,9047
07/20/2019,Continued claims by age,50 to 59,8976
07/27/2019,Continued claims by age,50 to 59,8938
08/03/2019,Continued claims by age,50 to 59,9054
08/10/2019,Continued claims by age,50 to 59,9175
08/17/2019,Continued claims by age,50 to 59,9196
08/24/2019,Continued claims by age,50 to 59,8887
08/31/2019,Continued claims by age,50 to 59,7609
09/07/2019,Continued claims by age,50 to 59,6703
09/14/2019,Continued claims by age,50 to 59,6534
09/21/2019,Continued claims by age,50 to 59,6469
09/28/2019,Continued claims by age,50 to 59,6347
10/05/2019,Continued claims by age,50 to 59,6306
10/12/2019,Continued claims by age,50 to 59,6324
10/19/2019,Continued claims by age,50 to 59,6309
10/26/2019,Continued claims by age,50 to 59,6320
11/02/2019,Continued claims by age,50 to 59,6434
11/09/2019,Continued claims by age,50 to 59,6594
11/16/2019,Continued claims by age,50 to 59,6791
11/23/2019,Continued claims by age,50 to 59,7089
11/30/2019,Continued claims by age,50 to 59,7524
12/07/2019,Continued claims by age,50 to 59,7687
12/14/2019,Continued claims by age,50 to 59,8169
12/21/2019,Continued claims by age,50 to 59,10089
12/28/2019,Continued claims by age,50 to 59,12030
01/04/2020,Continued claims by age,50 to 59,11661
01/11/2020,Continued claims by age,50 to 59,10181
01/18/2020,Continued claims by age,50 to 59,10214
01/25/2020,Continued claims by age,50 to 59,10117
02/01/2020,Continued claims by age,50 to 59,10050
02/08/2020,Continued claims by age,50 to 59,10161
02/15/2020,Continued claims by age,50 to 59,10338
02/22/2020,Continued claims by age,50 to 59,10254
02/29/2020,Continued claims by age,50 to 59,9965
03/07/2020,Continued claims by age,50 to 59,9957
03/14/2020,Continued claims by age,50 to 59,11517
03/21/2020,Continued claims by age,50 to 59,26104
03/28/2020,Continued claims by age,50 to 59,38635
04/04/2020,Continued claims by age,50 to 59,50142
04/11/2020,Continued claims by age,50 to 59,56147
04/18/2020,Continued claims by age,50 to 59,59398
04/25/2020,Continued claims by age,50 to 59,60027
05/02/2020,Continued claims by age,50 to 59,60956
05/09/2020,Continued claims by age,50 to 59,58603
05/16/2020,Continued claims by age,50 to 59,56381
05/23/2020,Continued claims by age,50 to 59,55217
05/30/2020,Continued claims by age,50 to 59,53543
06/06/2020,Continued claims by age,50 to 59,51292
06/13/2020,Continued claims by age,50 to 59,50166
06/20/2020,Continued claims by age,50 to 59,49622
06/27/2020,Continued claims by age,50 to 59,49692
07/04/2020,Continued claims by age,50 to 59,48888
07/11/2020,Continued claims by age,50 to 59,49127
07/18/2020,Continued claims by age,50 to 59,48041
07/25/2020,Continued claims by age,50 to 59,47455
08/01/2020,Continued claims by age,50 to 59,45535
08/08/2020,Continued claims by age,50 to 59,44082
08/15/2020,Continued claims by age,50 to 59,42988
08/22/2020,Continued claims by age,50 to 59,41514
08/29/2020,Continued claims by age,50 to 59,40402
09/05/2020,Continued claims by age,50 to 59,38749
09/12/2020,Continued claims by age,50 to 59,36826
09/19/2020,Continued claims by age,50 to 59,35197
09/26/2020,Continued claims by age,50 to 59,34106
10/03/2020,Continued claims by age,50 to 59,32869
10/10/2020,Continued claims by age,50 to 59,32392
10/17/2020,Continued claims by age,50 to 59,31866
10/24/2020,Continued claims by age,50 to 59,31294
10/31/2020,Continued claims by age,50 to 59,30864
11/07/2020,Continued claims by age,50 to 59,30555
11/14/2020,Continued claims by age,50 to 59,30110
11/21/2020,Continued claims by age,50 to 59,29657
11/28/2020,Continued claims by age,50 to 59,29837
12/05/2020,Continued claims by age,50 to 59,30536
12/12/2020,Continued claims by age,50 to 59,30881
12/19/2020,Continued claims by age,50 to 59,30827
12/26/2020,Continued claims by age,50 to 59,31837
01/02/2021,Continued claims by age,50 to 59,33682
01/09/2021,Continued claims by age,50 to 59,34420
01/16/2021,Continued claims by age,50 to 59,34868
01/23/2021,Continued claims by age,50 to 59,34490
01/30/2021,Continued claims by age,50 to 59,35165
02/06/2021,Continued claims by age,50 to 59,35323
02/13/2021,Continued claims by age,50 to 59,35229
02/20/2021,Continued claims by age,50 to 59,35408
02/27/2021,Continued claims by age,50 to 59,34929
03/06/2021,Continued claims by age,50 to 59,34504
03/13/2021,Continued claims by age,50 to 59,33966
03/20/2021,Continued claims by age,50 to 59,33282
03/27/2021,Continued claims by age,50 to 59,32178
04/03/2021,Continued claims by age,50 to 59,31521
04/10/2021,Continued claims by age,50 to 59,31582
04/17/2021,Continued claims by age,50 to 59,31379
04/24/2021,Continued claims by age,50 to 59,29971
05/01/2021,Continued claims by age,50 to 59,29214
05/08/2021,Continued claims by age,50 to 59,28742
05/15/2021,Continued claims by age,50 to 59,28491
05/22/2021,Continued claims by age,50 to 59,28188
05/29/2021,Continued claims by age,50 to 59,27729
06/05/2021,Continued claims by age,50 to 59,26929
06/12/2021,Continued claims by age,50 to 59,26732
06/19/2021,Continued claims by age,50 to 59,27000
06/26/2021,Continued claims by age,50 to 59,27252
07/03/2021,Continued claims by age,50 to 59,26657
07/10/2021,Continued claims by age,50 to 59,24277
07/17/2021,Continued claims by age,50 to 59,23277
07/24/2021,Continued claims by age,50 to 59,22500
07/31/2021,Continued claims by age,50 to 59,22128
08/07/2021,Continued claims by age,50 to 59,21884
08/14/2021,Continued claims by age,50 to 59,21582
08/21/2021,Continued claims by age,50 to 59,21140
08/28/2021,Continued claims by age,50 to 59,20278
09/04/2021,Continued claims by age,50 to 59,18171
09/11/2021,Continued claims by age,50 to 59,13361
09/18/2021,Continued claims by age,50 to 59,10935
09/25/2021,Continued claims by age,50 to 59,10397
10/02/2021,Continued claims by age,50 to 59,9930
10/09/2021,Continued claims by age,50 to 59,9740
10/16/2021,Continued claims by age,50 to 59,9572
10/23/2021,Continued claims by age,50 to 59,9247
10/30/2021,Continued claims by age,50 to 59,9134
11/06/2021,Continued claims by age,50 to 59,9086
11/13/2021,Continued claims by age,50 to 59,8965
11/20/2021,Continued claims by age,50 to 59,8949
11/27/2021,Continued claims by age,50 to 59,9042
12/04/2021,Continued claims by age,50 to 59,8849
12/11/2021,Continued claims by age,50 to 59,6754
12/18/2021,Continued claims by age,50 to 59,7079
12/25/2021,Continued claims by age,50 to 59,8827
01/01/2022,Continued claims by age,50 to 59,9656
01/08/2022,Continued claims by age,50 to 59,8236
01/15/2022,Continued claims by age,50 to 59,7112
01/22/2022,Continued claims by age,50 to 59,7056
01/29/2022,Continued claims by age,50 to 59,6909
02/05/2022,Continued claims by age,50 to 59,6943
02/12/2022,Continued claims by age,50 to 59,6827
02/19/2022,Continued claims by age,50 to 59,6937
02/26/2022,Continued claims by age,50 to 59,6926
03/05/2022,Continued claims by age,50 to 59,6452
03/12/2022,Continued claims by age,50 to 59,6118
03/19/2022,Continued claims by age,50 to 59,5722
03/26/2022,Continued claims by age,50 to 59,5245
04/02/2022,Continued claims by age,50 to 59,4833
04/09/2022,Continued claims by age,50 to 59,4515
04/16/2022,Continued claims by age,50 to 59,4629
01/05/2019,Continued claims by age,60 to 69,6013
01/12/2019,Continued claims by age,60 to 69,5829
01/19/2019,Continued claims by age,60 to 69,5800
01/26/2019,Continued claims by age,60 to 69,5790
02/02/2019,Continued claims by age,60 to 69,5833
02/09/2019,Continued claims by age,60 to 69,5863
02/16/2019,Continued claims by age,60 to 69,6014
02/23/2019,Continued claims by age,60 to 69,6032
03/02/2019,Continued claims by age,60 to 69,5859
03/09/2019,Continued claims by age,60 to 69,5922
03/16/2019,Continued claims by age,60 to 69,5914
03/23/2019,Continued claims by age,60 to 69,5695
03/30/2019,Continued claims by age,60 to 69,5363
04/06/2019,Continued claims by age,60 to 69,5152
04/13/2019,Continued claims by age,60 to 69,5617
04/20/2019,Continued claims by age,60 to 69,5952
04/27/2019,Continued claims by age,60 to 69,4653
05/04/2019,Continued claims by age,60 to 69,4468
05/11/2019,Continued claims by age,60 to 69,4399
05/18/2019,Continued claims by age,60 to 69,4443
05/25/2019,Continued claims by age,60 to 69,4513
06/01/2019,Continued claims by age,60 to 69,4484
06/08/2019,Continued claims by age,60 to 69,4496
06/15/2019,Continued claims by age,60 to 69,4754
06/22/2019,Continued claims by age,60 to 69,5723
06/29/2019,Continued claims by age,60 to 69,5946
07/06/2019,Continued claims by age,60 to 69,6019
07/13/2019,Continued claims by age,60 to 69,5865
07/20/2019,Continued claims by age,60 to 69,5824
07/27/2019,Continued claims by age,60 to 69,5843
08/03/2019,Continued claims by age,60 to 69,5912
08/10/2019,Continued claims by age,60 to 69,5987
08/17/2019,Continued claims by age,60 to 69,5981
08/24/2019,Continued claims by age,60 to 69,5863
08/31/2019,Continued claims by age,60 to 69,4937
09/07/2019,Continued claims by age,60 to 69,4245
09/14/2019,Continued claims by age,60 to 69,4182
09/21/2019,Continued claims by age,60 to 69,4142
09/28/2019,Continued claims by age,60 to 69,4073
10/05/2019,Continued claims by age,60 to 69,4053
10/12/2019,Continued claims by age,60 to 69,4077
10/19/2019,Continued claims by age,60 to 69,4078
10/26/2019,Continued claims by age,60 to 69,4063
11/02/2019,Continued claims by age,60 to 69,4181
11/09/2019,Continued claims by age,60 to 69,4288
11/16/2019,Continued claims by age,60 to 69,4416
11/23/2019,Continued claims by age,60 to 69,4536
11/30/2019,Continued claims by age,60 to 69,4758
12/07/2019,Continued claims by age,60 to 69,4884
12/14/2019,Continued claims by age,60 to 69,5110
12/21/2019,Continued claims by age,60 to 69,6332
12/28/2019,Continued claims by age,60 to 69,7483
01/04/2020,Continued claims by age,60 to 69,7128
